Gene_name,Poor_M9_ATC5.rep1,Poor_M9_ATC5.rep2,Rich_LB_ATC12.rep1,Rich_LB_ATC12.rep2,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_ATC5_CAM1.2.rep1,Rich_M9_ATC5_CAM1.2.rep2,Rich_M9_ATC5_NOX.rep1,Rich_M9_ATC5_NOX.rep2,Rich_M9_ATC5_PH5.rep1,Rich_M9_ATC5_PH5.rep2,Rich_M9_ATC5_TMP.rep1,Rich_M9_ATC5_TMP.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
yeiQ,23.508,20.798,16.706,20.697,11.278,1.825,2.73,2.415,6.854,6.417,1.927,2.285,5.073,23.046,6.212,5.271,7.746,2.892,6.62,9.669
yeiR,31.722,31.155,27.28,29.386,13.717,13.666,10.329,12.166,21.261,22.5,18.915,15.258,35.787,30.702,21.016,20.348,13.014,11.267,15.442,19.481
lpxT,31.866,24.456,113.777,84.839,47.422,53.632,38.757,42.063,54.295,61.487,38.927,37.257,77.738,123.91,30.212,31.983,45.197,45.913,41.069,45.064
mepS,964.86,911.324,833.003,613.39,738.158,473.913,431.723,415.567,518.411,586.314,541.174,579.573,903.728,776.099,612.094,597.477,890.42,435.669,663.327,606.378
pdeN,21.837,19.272,16.672,11.707,31.607,17.521,13.697,18.068,13.851,15.966,25.08,24.586,30.97,15.375,22.04,23.631,34.575,16.58,23.251,23.841
yejA,15.825,18.026,11.218,7.921,17.588,12.943,15.003,16.145,12.261,12.057,17.021,16.807,22.832,9.765,16.59,15.849,17.472,15.06,16.543,17.19
yejB,13.759,14.709,9.024,3.541,15.404,9.919,9.002,10.728,9.449,9.412,13.857,13.602,19.412,7.878,13.007,13.853,17.474,9.748,17.344,12.746
yejE,14.06,15.232,7.79,4.491,17.723,10.832,9.48,12.795,10.446,9.386,17.617,17.276,20.533,6.421,16.211,13.827,22.531,11.187,17.721,14.523
yejF,19.74,24.839,9.662,11.084,22.514,18.492,13.773,16.939,13.248,14.58,21.301,25.234,30.684,11.444,21.944,23.017,27.168,14.41,23.532,23.633
yejG,252.653,251.447,179.189,181.419,711.845,170.885,94.081,113.401,322.759,314.874,53.037,41.261,318.844,172.497,243.271,254.507,660.607,200.525,144.187,157.294
bcr,75.402,71.811,50.959,48.261,134.409,89.055,83.308,85.841,75.92,76.561,105.919,94.326,140.659,58.797,83.284,80.216,131.318,81.767,92.413,105.304
rsuA,125.863,107.532,92.098,91.338,159.973,148.616,141.213,136.637,123.223,121.685,176.334,162.754,219.309,90.47,125.302,138.019,165.403,143.386,120.154,126.349
radD,11.727,12.285,10.045,8.292,16.843,10.93,11.283,12.484,13.614,13.302,12.643,15.668,16.727,10.333,14.548,13.321,18.367,13.087,14.185,18.031
rplY,1999.396,1487.411,5298.051,4188.358,3859.117,2979.361,2546.771,2526.156,3563.912,3435.591,2623.251,2840.863,3520.861,4744.951,2042.62,2152.703,4553.399,3378.624,2842.47,2711.145
yejK,69.138,69.239,82.078,82.524,78.666,89.36,80.398,82.432,95.872,96.284,82.006,80.044,115.886,89.471,93.504,84.768,69.425,84.317,89.815,98.892
yejL,127.097,90.807,197.396,161.661,105.033,108.128,106.655,117.443,155.29,122.554,166.161,187.787,225.6,132.143,188.666,200.889,156.98,202.545,125.299,114.724
yejM,84.053,78.827,98.854,85.038,143.662,102.099,84.197,83.246,101.64,105.418,120.941,130.648,153.459,111.349,130.711,127.294,136.921,90.439,119.196,132.056
proL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yejO,15.133,15.984,9.795,9.169,14.75,10.271,9.691,9.807,13.078,12.569,12.098,11.692,12.882,10.761,13.317,13.277,13.177,8.866,18.222,20.29
insH-8,23.307,23.366,20.708,21.756,19.237,16.286,14.866,16.448,23.745,23.178,18.134,17.153,20.798,25.208,22.749,22.191,17.534,12.968,32.374,37.827
narP,26.096,34.288,91.136,60.922,64.405,130.896,106.761,118.822,79.304,69.461,74.84,84.648,62.49,77.798,47.304,50.156,67.375,107.519,87.424,69.084
ccmH,11.606,14.917,28.72,21.447,66.906,24.564,20.475,23.03,19.953,17.262,18.413,20.826,13.028,22.828,20.94,23.118,77.388,22.479,46.447,36.365
ccmG,10.653,11.955,21.423,18.093,55.961,18.56,15.94,21.193,17.546,14.252,15.774,11.968,10.004,15.904,17.645,17.321,81.462,16.248,42.205,28.336
ccmF,9.555,10.076,14.976,12.278,56.661,20.984,15.452,18.531,16.212,13.831,15.662,17.303,13.822,13.401,15.063,19.179,63.577,13.382,41.991,35.613
ccmE,17.828,18.106,23.369,14.686,72.3,28.89,24.762,28.001,26.297,22.147,24.845,24.962,34.559,18.126,27.814,30.784,91.512,21.633,76.546,70.49
ccmD,12.323,14.428,11.078,11.629,52.996,15.998,15.729,16.869,20.792,19.708,18.418,14.657,17.871,10.654,18.966,23.87,65.792,17.227,50.356,56.082
ccmC,10.936,12.749,13.576,12.554,55.372,16.018,15.753,20.259,22.159,19.939,19.788,19.661,15.213,14.922,26.078,28.279,65.344,14.464,57.389,52.9
ccmB,6.376,4.329,9.033,6.797,45.412,8.572,8.63,8.368,11.615,7.752,9.274,8.331,7.896,8.286,11.486,12.206,48.344,6.602,28.889,30.669
ccmA,13.714,16.27,26.023,19.125,116.207,23.843,26.633,24.921,31.72,28.133,20.502,21.8,20.519,24.54,35.795,33.183,142.111,20.72,109.678,93.222
napC,5.014,7.096,23.186,13.403,113.292,18.138,18.374,18.488,32.65,26.197,17.968,17.364,16.37,19.788,29.697,28.09,144.966,15.332,119.672,102.673
napB,3.701,3.957,18.375,10.015,92.246,11.732,9.305,9.435,25.992,21.459,7.383,9.405,7.709,12.264,19.189,28.613,112.506,6.054,107.846,84.226
napH,1.987,1.907,13.036,9.849,74.957,6.519,7.495,7.326,28.3,19.191,7.49,7.634,6.68,11.883,19.952,29.009,89.09,4.601,88.423,97.375
napG,1.583,2.94,19.724,17.038,91.372,8.964,9.491,7.897,41.518,32.685,10.794,9.358,10.558,16.43,32.733,43.825,105.605,6,130.619,139.11
napA,2.957,3.804,22.468,16.521,73.297,9.121,10.939,11.05,55.871,58.113,11.953,12.829,14.291,18.512,81.651,98.381,76.126,6.438,118.232,177.398
napD,1.359,2.114,7.067,7.343,31.241,3.731,7.487,5.92,31.875,39.55,9.955,9.681,12.663,6.874,57.692,70.242,21.431,2.622,21.459,32.041
napF,2.433,1.074,13.587,9.053,38.041,4.184,9.668,5.578,36.405,47.487,6.862,12.269,14.717,7.935,89.475,95.178,27.372,4.421,37.222,36.609
eco,16.976,21.958,119.357,119.448,95.811,84.198,82.757,84.801,81.496,88.063,73.316,79.689,99.448,120.074,122.763,125.022,100.405,77.542,137.255,130.268
mqo,14.188,14.233,39.773,41.885,163.109,25.244,16.612,16.669,109.318,102.549,10.447,6.774,184.933,46.427,105.283,94.132,118.416,35.876,17.329,29.828
yojI,50.433,42.954,19.698,20.246,65.157,27.518,26.72,22.308,68.28,63.544,51.427,49.078,65.338,22.273,51.962,52.931,65.475,33.972,73.742,73.616
alkB,9.131,10.125,4.706,4.486,8.242,5.005,5.833,5.402,3.13,4.612,4.646,5.952,12.063,5.002,7.782,6.341,9.399,5.317,6.796,4.948
ada,17.875,18.542,15.853,11.56,21.716,12.072,12.796,12.816,12.746,13.969,12.222,14.115,30.086,16.456,19.627,19.75,21.409,11.721,12.842,16.588
ftp,9.632,10.269,25.258,26.154,21.478,16.768,15.344,15.614,15.236,16.163,20.403,14.938,45.902,25.918,27.579,24.262,25.156,14.612,14.893,16.575
ompC,3094.987,3206.592,4807.533,4781.537,4843.172,7444.411,7780.286,8356.784,3710.232,3612.452,6897.116,6497.669,9111.061,5236.89,8550.393,8195.683,5137.369,6878.762,5212.669,6276.3
rcsD,70.347,73.339,45.859,42.103,76.914,57.559,56.287,63.165,54.884,55.739,76.468,77.303,100.782,46.388,75.29,77.759,80.267,59.332,72.361,73.259
rcsB,353.942,386.946,209.242,203.193,331.606,340.555,316.929,350.262,300.634,326.507,351.376,316.391,416.618,235.604,400.178,406.342,309.659,263.58,413.557,407.047
rcsC,42.739,43.96,28.69,21.82,57.075,33.715,28.289,32.482,32.33,31.7,48.021,48.424,48.379,26.673,43.334,44.374,58.004,28.176,49.277,54.908
atoS,3.099,3.942,1.601,1.819,1.4,1.701,1.452,1.996,1.304,1.407,1.126,1.354,2.244,1.932,2.756,2.224,1.542,0.782,3.248,3.882
atoC,8.411,6.232,2.31,2.47,3.423,2.643,2.815,2.857,3.322,2.869,4.562,3.847,4.915,3.193,4.368,5.626,4.765,2.191,9.732,9.014
atoD,0,0.321,0,0,0.037,0.305,0.628,0,0.239,0.163,0,0.041,0.095,0,0.673,0.198,0,0,0.081,0.049
atoA,0.079,0.245,0.106,0,0.038,0,0,0,0.163,0,0,0.38,0.194,0,0.392,0.101,0.224,0.069,0.083,0.15
atoE,0.736,0.442,0.47,0.647,0.939,0.363,0.256,0.788,0.72,0.491,0.525,0.457,1.526,0.188,0.963,0.545,0.33,0.743,0.285,0.148
atoB,1.686,1.391,0.777,0.467,1.467,1.215,0.988,0.703,1.117,1.415,1.423,1.438,1.969,0.923,1.291,1.272,0.82,1.093,1.594,0.933
yfaP,1.616,1.026,0.445,0.713,1.087,0.845,0.603,1.039,1.328,0.836,1.213,2.193,1.421,0.192,0.984,2.277,1.344,0.69,1.389,1.256
yfaQ,1.879,2.271,0.768,0.336,1.506,0.704,0.709,1.279,1.251,0.705,1.172,2.082,2.294,0.678,2.008,1.311,1.545,0.731,1.7,2.051
yfaT,0.411,1.065,0.886,1.654,1.234,0.688,1.167,0.417,0.891,0.52,1.152,1.453,1.213,1.275,1.43,0.788,1.907,0.107,1.816,1.356
yfaA,1.942,2.927,3.259,3.443,4.707,3.485,2.895,2.699,4.089,3.331,4.477,4.084,4.631,3.768,3.698,3.841,4.931,3.133,3.083,4.122
gyrA,246.956,242.414,263.301,327.298,349.147,349.844,312.194,320.123,290.296,272.679,281.108,272.656,314.986,293.896,292.155,285.741,346.894,320.467,330.944,357.524
ubiG,132.255,136.601,68.302,68.74,87.891,80.984,77.34,84.375,91.94,93.009,120.779,120.339,130.423,75.436,117.494,119.542,87.724,85.432,93.653,96.656
yfaL,8.384,7.535,2.897,1.999,6.5,3.594,3.423,4.109,5.584,4.858,6.421,6.458,7.361,2.716,6.469,6.652,5.719,3.701,6.426,6.207
nrdA,101.232,89.15,115.205,125.179,79.111,165.788,195.39,156.285,108.556,105.311,316.091,237.736,90.334,126.49,263.522,256.801,89.373,170.813,93.792,139.101
nrdB,95.147,95.289,89.566,94.43,71.011,121.517,154.185,113.425,83.387,87.296,146.241,106.134,87.222,110.139,222.481,211.149,69.174,126.858,83.124,105.886
yfaE,115.549,109.75,126.816,112.358,98.491,170.872,195.315,150.259,132.413,137.476,171.611,116.606,111.555,155.099,328.507,299.493,91.604,159.644,100.606,136.131
inaA,52.582,61.402,32.833,26.608,65.1,33.446,30.442,39.772,40.973,37.894,35.648,36.05,58.423,35.131,39.352,42.577,65.199,29.363,45.5,44.578
yfaH,0,0.77,0,1.703,1.92,0.976,1.759,1.258,2.045,1.307,0,3.983,1.828,0.961,0,0.317,3.519,1.295,0.782,0.629
glpQ,214.966,212.201,33.555,31.769,16.423,10.718,10.505,11.101,9.582,10.398,10.244,13.294,15.227,38.984,12.751,10.282,15.917,10.533,18.085,16.886
glpT,224.808,187.021,18.152,16.358,1.828,2.212,1.244,2.434,1.986,1.234,1.405,1.031,1.856,21.054,1.43,1.591,2.43,1.249,4.843,5.626
glpA,79.335,71.64,0.679,0.309,2.12,1.085,0.734,0.927,0.487,0.399,0.502,0.472,0.581,0.748,1.115,0.724,1.595,0.603,6.144,5.133
glpB,58.137,51.784,0.64,0.52,1.932,0.962,1.011,0.91,1.113,0.215,0.531,1.549,1.352,0.848,0.784,0.91,0.944,0.868,2.633,2.944
glpC,43.176,41.953,1.025,0.972,1.105,0.806,1.114,1.137,1.444,0.772,1.083,1.177,0.953,1.503,0.963,1.183,1.753,0.806,2.084,1.338
rpnE,11.473,11.576,4.095,1.371,5.079,4.687,4.537,5.904,6.586,5.109,7.824,8.031,6.518,2.513,7.222,5.897,6.907,6.799,5.755,6.434
yfaU,4.079,3.537,1.175,1.816,1.885,1.602,1.035,2.916,2.37,2.052,1.758,2.051,1.451,1.02,2.972,2.649,1.51,1.417,2.449,2.347
yfaV,2.066,1.442,0.875,0.586,1.29,0.881,0.282,0.606,1.231,0.902,0.557,0.81,0.953,0.559,1.334,0.94,0.828,0.675,1.234,1.009
rhmD,3.505,3.24,0.458,0.23,0.948,0.293,0.173,0.346,0.351,0.292,0.206,0.273,0.549,0.247,0.502,0.869,0.443,0.074,1.208,1.133
yfaX,2.389,1.018,0.353,0.482,0.952,0,0.266,0.333,0.203,0.587,0.063,0.351,0.443,0.444,0.407,0.837,1.427,0.513,0.345,0.914
yfaY,43.406,51.255,36.34,31.141,50.262,38.634,43.671,45.729,45.709,43.756,69.414,62.546,75.867,37.484,57.317,59.262,53.771,37.422,66.914,69.773
yfaZ,12.646,13.02,78.558,66.211,21.868,33.121,25.768,27.247,28.557,25.804,20.091,21.56,31.13,67.846,17.487,20.273,26.294,35.614,25.436,21.689
nudI,11.909,19.216,22.6,20.803,26.825,24.073,22.467,19.322,19.008,20.446,24.328,27.868,29.464,21.241,30.517,25.072,26.79,17.403,42.428,29.326
ais,3.314,5.289,1.07,0.418,1.236,1.089,0.776,0.95,0.878,2.153,2.385,2.461,0.732,1.402,5.918,5.759,2.174,0.963,0.805,1.942
arnB,23.94,25.476,1.074,2.392,4.741,2.072,2.179,2.587,2.217,2.756,6.402,5.767,6.073,0.987,6.659,7.696,4.634,1.986,2.819,3.484
arnC,19.858,18.459,0.998,0.156,3.102,1.955,1.664,2.177,1.72,2.484,3.889,3.829,5.175,0.949,5.195,3.719,3.383,1.521,3.981,3.559
arnA,21.836,22.597,3.717,3.822,11.889,5.592,5.39,6.817,5.378,5.934,10.378,9.895,11.005,2.695,10.284,10.376,13.421,6.453,8.421,9.188
arnD,18.749,21.745,3.05,1.893,10.344,4.678,6.626,4.414,5.702,4.341,9.628,7.464,10.76,2.734,7.474,8.237,9.729,4.16,7.236,6.244
arnT,7.099,6.978,1.17,0.518,4.974,1.727,2.14,2.112,1.873,1.342,3.165,3.774,4.751,1.489,4.318,4.202,5.332,2.432,4.21,3.208
arnF,6.621,10.164,0.714,1.822,7.575,1.305,2.218,2.154,4.103,1.887,2.819,2.414,3.097,1.413,4.281,5.249,5.396,2.02,2.509,3.363
pmrD,57.769,51.164,111.455,104.29,50.986,60.736,55.523,64.387,50.743,54.099,55.345,61.961,62.365,87.331,43.678,46.384,57.84,51.52,47.891,40.941
menE,33.577,31.027,49.072,47.383,71.558,98.02,85.696,95.988,44.201,39.118,70.322,67.507,58.12,55.602,53.2,53.639,80.922,73.893,56.082,62.98
menC,67.553,73.854,90.673,90.459,105.894,176.212,155.291,168.89,78.452,72.217,129.864,133.153,105.091,98.841,111.307,112.238,112.534,137.951,115.301,132.939
menB,103.771,98.411,104.668,100.472,113.96,215.028,206.427,237.707,92.308,89.346,163.586,160.274,132.47,115.08,164.108,162.86,124.947,178.465,145.981,171.845
menH,8,11.625,14.566,15.889,30.799,19.835,16.756,20.763,18.722,14.719,21.756,20.493,25.761,17.784,21.2,27.583,20.699,17.064,33.836,35.277
menD,24.855,26.084,37.492,30.028,44.926,33.876,46.164,40.763,30.912,28.685,39.869,40.852,61.338,36.775,54.555,58.213,37.912,37.098,79.202,67.988
menF,76.312,90.15,46.048,42.02,70.519,40.774,39.554,38.649,36.936,36.191,51.902,48.495,98.432,44.443,67.317,62.391,64.208,34.272,54.328,54.675
elaB,4626.988,4679.648,41.248,36.942,788.364,761.33,784.063,1140.219,263.063,243.889,902.212,956.717,1210.466,35.826,1645.241,1771.238,1043.564,624.681,779.85,520.752
elaA,62.723,68.515,18.646,17.003,41.296,33.46,38.787,50.798,23.999,25.176,54.095,49.549,42.186,18.779,49.175,50.279,40.733,31.031,38.655,36.407
rbn,30.478,27.388,20.223,19.417,22.893,25.645,27.425,24.288,21.965,23.573,26.792,26.822,26.178,19.551,24.852,22.699,24.493,24.763,23.626,25.658
elaD,2.664,1.36,0.684,0.499,3.279,1.167,1.373,0.86,0.437,1.027,1.596,0.862,2.03,0.738,3.155,3.082,2.164,1.253,2.092,2.308
yfbK,1.275,1.23,0.693,0.321,0.978,1.052,0.512,0.271,0.521,0.751,0.947,0.445,0.986,0.748,1.291,0.986,1.04,0.569,0.656,0.828
yfbL,0.633,0.492,0.284,0,0.153,0.26,0.161,0.107,0,0.056,0.102,0.339,0.13,0.563,0.328,0.404,0.15,0.138,0.333,0.067
yfbM,5.084,4.746,0.731,0,1.577,3.508,3.303,3.204,1.995,1.503,4.329,5.562,1.001,1.282,3.035,3.64,1.831,1.861,5.245,3.744
yfbN,1.215,2.298,0.321,0.562,0.554,0.634,0.145,0,0.738,1.207,0.622,1.073,0.528,1.04,1.155,2.65,0.61,0.125,0.376,1.815
yfbO,1.635,3.142,2.178,0.714,2.76,1.314,0.492,1.601,2.127,2.942,1.407,2.404,4.101,1.645,3.691,5.499,1.837,1.637,1.467,2.769
yfbP,5.161,3.694,3.31,2.61,4.535,2.499,1.47,2.209,3.179,4.206,5.081,3.593,3.529,2.46,8.97,8.451,5.034,3.34,5.751,4.598
nuoN,179.528,191.402,128.34,131.703,202.228,161.362,143.882,155.106,254.075,219.996,130.855,110.772,358.047,156.603,277.549,273.272,182.28,141.383,185.523,279.036
nuoM,166.592,157.659,99.327,112.44,191.834,140.429,123.478,131.498,221.294,184.291,102.043,86.772,313.783,117.486,236.207,247.35,147.58,116.544,149.852,247.235
nuoL,143.604,141.228,105.424,112.68,180.501,111.61,103.241,106.071,238.186,179.993,90.075,70.687,269.863,127.343,184.123,198.268,127.183,100.707,145.149,208.255
nuoK,140.37,149.29,100.873,123.059,192.34,97.869,89.268,98.602,254.751,172.029,88.537,65.846,268.429,132.497,186.449,205.769,119.726,94.851,144.32,206.369
nuoJ,169.75,177.758,115.745,154.781,221.697,119.834,108.952,124.934,311.011,225.706,98.415,82.493,311.677,152.735,217.016,239.082,142.497,100.751,163.463,230.667
nuoI,133.535,149.774,108.42,130.799,183.683,102.154,92.632,98.434,237.816,175.599,85.979,71.107,285.169,153.089,187.719,200.198,108.352,84.06,128.523,183.339
nuoH,149.617,163.161,140.576,170.806,182.377,108.941,101.904,113.752,225.603,187.909,93.8,75.418,299.054,179.806,199.945,212.156,132.532,96.881,157.225,212.168
nuoG,163.389,169.241,155.867,191.896,169.675,115.552,107.656,122.53,252.344,204.048,109.176,94.365,319.43,203.764,251.228,260.458,125.701,99.871,172.256,251.788
nuoF,196.414,205.47,201.374,241.588,175.508,132.734,132.12,140.789,265.035,243.912,128.545,119.331,400.412,263.19,322.303,331.744,137.615,117.329,193.876,305.083
nuoE,225.84,231.082,230.605,302.825,210.586,142.229,157.709,152.542,295.254,270.982,146.535,140.532,555.644,308.178,361.438,371.772,162.509,142.944,237.458,342.026
nuoC,200.754,195.125,241.157,309.22,212.633,156.45,171.499,154.293,287.402,284.346,144.802,128.628,503.571,329.159,416.183,402.943,166.312,151.291,222.876,353.33
nuoB,406.934,447.489,455.829,465.752,379.597,270.614,312.291,290.334,495.433,500.806,254.518,238.894,832.806,552.852,703.256,661.487,297.974,285.317,431.136,580.7
nuoA,497.201,534.125,537.071,548.162,569.293,391.918,418.646,439.641,536.212,618.669,363.975,325.718,883.179,554.673,880.912,862.907,452.824,389.433,657.279,762.051
lrhA,60.466,59.891,43.417,39.361,45.662,91.353,87.136,82.276,62.449,64.182,126.741,129.181,50.11,46.964,54.429,55.338,44.323,76.577,110.434,112.326
alaA,112.774,111.722,68.758,67.882,67.081,100.623,99.548,108.36,102.632,103.735,92.416,86.188,129.644,75.821,96.611,99.984,64.014,88.058,73.731,101.982
yfbR,28.739,32.247,18.964,13.847,24.883,26.017,25.228,24.181,29.285,29.71,34.133,32.336,29.592,19.514,39.989,40.572,23.351,22.889,30.349,35.136
yfbS,13.629,12.194,7.338,5.082,23.554,15.572,22.844,24.072,12.574,14.624,17.084,14.123,16.052,4.896,30.994,29.796,18.864,16.434,57.353,46.271
hxpA,178.132,184.287,61.704,53.564,72.847,108.254,102.114,110.512,99.263,95.65,166.586,166.744,101.781,62.929,198.523,207.7,92.129,77.112,184.194,179.51
yfbU,165.998,180.835,59.095,66.935,74.776,100.374,103.506,137.71,90.505,94.537,150.915,163.831,108.182,63.327,194.464,191.746,80.743,89.098,166.873,174.368
yfbV,135.638,135.977,52.935,52.728,93.974,87.134,83.385,105.39,99.232,102.326,121.793,130.957,126.701,51.244,117.671,115.317,108.842,94.71,121.158,109.73
ackA,229.808,196.603,346.815,398.329,331.369,1219.251,1157.516,1184.59,266.687,247.112,877.175,812.826,406.521,413.691,619.551,638.457,346.97,1065.33,423.932,497.877
pta,150.912,132.318,192.832,240.347,236.455,857.71,838.571,888.386,222.305,199.978,612.119,539.602,399.866,249.908,558.793,572.276,256.108,720.991,264.998,379.848
yfcC,2.796,2.551,4.301,3.443,10.224,34.177,37.755,41.101,4.941,6.509,18.453,23.307,7.962,3.432,12.779,15.811,12.995,26.045,42.034,33.71
yfcD,128.628,129.608,103.966,96.905,77.865,105.224,106.522,117.238,117.885,123.442,117.85,121.311,142.12,111.933,135.669,137.025,100.213,104.622,119.432,110.663
yfcE,102.349,121.347,71.506,79.84,73.004,88.658,80.039,90.533,80.482,77.542,97.968,106.953,108.533,71.754,104.432,100.06,76.433,86.909,100.372,96.194
yfcF,64.789,67.083,7.285,5.621,26.074,14.803,16.371,22.817,16.452,16.565,30.137,31.316,26.55,6.822,29.393,32.509,26.879,12.602,20.703,27.137
yfcG,57.333,60.825,0.427,0,10.427,7.289,9.031,11.818,5.227,4.341,10.905,11.238,17.229,1.151,16.079,18.151,11.391,5.721,10.158,10.443
folX,159.307,170.521,119.86,95.02,75.689,57.686,54.882,61.639,152.211,160.286,71.649,74.873,179.318,124.225,171.87,178.978,73.782,51.183,92.746,97.78
yfcH,134.729,143.709,78.348,80.487,67.245,43.512,43.492,43.209,135.21,136.791,62.289,58.835,123.397,97.877,128.63,125.042,57.717,41.165,84.068,99.894
rpnB,8.569,6.92,3.981,2.826,5.52,2.381,2.043,2.514,5.702,4.19,4.731,3.578,3.327,2.232,4.005,3.604,5.559,3.81,3.754,2.483
hisP,57.93,59.851,7.112,6.148,22.435,12.564,9.778,10.466,16.718,20.584,13.646,12.249,20.006,9.346,16.096,14.9,19.733,12.348,9.794,17.444
hisM,50.207,48.448,5.654,4.495,21.62,10.111,8.016,10.317,16.386,16.298,17.497,13.185,12.888,6.622,12.31,12.703,18.084,11.15,9.594,16.743
hisQ,116.808,97.838,10.293,14.989,38.402,26.068,19.648,21.005,36.13,33.861,32.372,27.721,29.701,11,28.246,29.043,33.224,21.128,23.992,29.74
hisJ,317.18,301.518,34.005,30.482,83.663,67.326,53.444,56.32,101.623,96.487,74.318,67.597,80.514,46.67,114.798,114.775,76.319,57.439,92.781,127.393
argT,479.124,649.877,35.594,33.312,90.484,33.679,12.688,19.893,50.626,51.128,11.589,11.231,51.877,43.05,56.321,42.68,80.071,20.705,30.387,37.395
ubiX,47.872,45.275,28.609,27.915,110.481,95.941,76.974,83.672,87.278,79.298,94.216,88.373,81.498,30.528,101.181,92.944,116.127,81.606,68.908,76.369
purF,207.962,188.109,17.358,17.315,301.032,462.539,411.947,428.498,365.499,350.327,371.48,356.258,271.389,20.601,508.116,481.604,318.815,380.817,280.623,338.068
cvpA,405.128,371.271,48.421,34.702,693.642,792.492,672.856,788.831,686.116,684.981,689.252,764.973,521.103,51.141,823.174,832.61,814.013,844.007,602.144,498.585
dedD,89.348,101.78,98.802,97.745,109.259,109.724,94.421,105.055,105.209,109.341,104.447,97.945,104.029,101.572,128.319,129.965,111.301,105.929,107.377,104.913
folC,63.64,58.37,56.266,56.504,72.353,90.368,76.712,79.846,82.576,79.337,75.123,74.149,90.163,57.22,96.168,89.563,72.367,80.419,77.975,81.706
accD,480.345,487.4,423.856,386.429,387.967,508.941,456.717,510.02,520.852,498.305,512.781,559.141,701.363,444.25,574.867,572.01,390.659,459.284,496.22,493.837
dedA,56.329,52.229,21.602,25.635,54.389,40.759,37.712,37.295,39.533,39.263,35.462,37.308,54.234,25.612,36.643,41.947,37.858,29.944,44.307,49.096
truA,42.766,37.464,22.126,21.956,39.448,29.019,26.328,35.948,36.617,34.735,34.644,35.188,44.416,23.116,33.078,38.244,31.241,27.687,38.756,36.015
usg,68.906,72.315,48.882,46.257,64.677,63.921,63.147,64.117,77.324,72.212,67.559,68.648,87.769,55.307,76.296,75.93,58.693,55.078,70.235,88.521
pdxB,92.234,98.316,64.46,68.91,77.999,91.818,92.595,98.303,91.418,89.904,101.595,97.356,112.002,71.931,99.962,90.25,75.259,89.913,90.681,106.986
flk,22.072,18.252,26.317,25.783,35.716,29.672,28.619,30.18,31.935,28.516,30.668,30.406,35.02,30.649,31.736,30.197,39.397,31.389,37.16,39.981
yfcJ,6.563,8.792,13.988,9.353,10.957,10.412,8.383,7.158,11.761,12.251,9.674,11.841,16.531,15.35,11.297,10.504,9.927,8.788,10.708,12.086
fabB,310.315,319.105,327.516,311.813,164.229,226.403,257.992,247.164,396.127,321.804,329.282,337.155,298.788,352.215,366.183,415.642,153.725,231.466,299.238,298.479
mnmC,15.677,17.056,19.395,15.254,16.462,26.908,26.591,24.529,27.029,26.524,26.066,23.579,21.905,17.588,27.371,27.751,18.051,25.101,26.99,28.66
yfcL,146.476,131.649,200.196,180.93,244.056,217.918,182.335,209.221,295.824,252.851,212.923,183.207,351.09,184.435,296.251,276.078,239.424,232.833,233.506,225.287
epmC,68.091,73.827,48.499,49.803,110.318,86.452,77.408,86.161,92.255,84.056,114.078,112.978,141.199,55.241,106.85,103.302,119.905,78.951,105.891,110.105
yfcA,59.12,55.878,37.023,39.568,70.631,61.932,53.621,57.112,51.584,58.207,61.923,66.429,92.197,37.288,68.33,61.481,70.028,50.975,53.62,77.88
mepA,81.555,86.466,33.893,36.01,62.601,71.583,62.009,60.525,73.163,65.968,74.892,74.049,86.507,40.015,74.966,73.985,62.103,62.635,68.798,91.765
aroC,153.353,155.794,59.427,61.922,102.844,116.574,112.007,108.915,118.202,126.232,129.813,129.055,142.614,69.7,136.256,137.267,102.091,100.057,132.746,150.626
prmB,104.492,108.361,87.663,77.257,113.878,167.475,157.497,158.603,120.539,111.011,133.216,136.197,122.633,97.143,154.946,139.304,118.833,148.657,138.381,168.701
smrB,60.434,64.614,56.247,46.522,88.837,67.724,75.951,75.123,65.484,71.838,87.945,78.361,81.813,54.221,79.659,71.699,72.406,72.171,95.102,103.849
yfcO,27.991,31.815,22.024,22.298,27.924,20.158,20.028,21.58,18.897,17.901,24.432,28.685,28.238,15.605,22.134,27.263,31.371,24.559,23.957,23.866
yfcP,0.854,1.427,0.341,0.373,0.736,0.702,0.578,0.338,0.931,0.501,1.837,1.018,1.518,0.598,0.649,1.942,1.664,0.91,0.949,0.783
yfcQ,1.834,1.359,0.754,1.339,0.66,0.413,0.532,0.16,0.433,1.825,1.318,0.674,0.709,0.763,1.043,0.469,1.241,0.731,0.938,0.333
yfcR,2.098,1.243,0.359,0.589,0.726,0.492,1.014,1.32,0.516,0.896,0.483,1.714,1.66,0.436,2.05,0.958,0.521,0.348,0.526,0.571
